idEvent,Countrycode,Country,Location,Lat,Long,BufferEvent,BufferLocation,TrsBndry,LocDesc,Start,End,DateEst,StartDesc,Type,TypeDesc,EvDesc,FatEst,FatDesc,FatMn,FatMx,FatCivMn,FatCivMx,FatMilMn,FatMilMx,idActor0,ActActiv0,ActAly0,ActUncon0,ActName0,ActDesc0,ActLead0,idActor1,ActActiv1,ActAly1,ActUncon1,ActName1,ActDesc1,ActLead1,idActor2,ActActiv2,ActAly2,ActUncon2,ActName2,ActDesc2,ActLead2,idActor3,ActActiv3,ActAly3,ActUncon3,ActName3,ActDesc3,ActLead3,idActor4,ActActiv4,ActAly4,ActUncon4,ActName4,ActDesc4,ActLead4,idActor5,ActActiv5,ActAly5,ActUncon5,ActName5,ActDesc5,ActLead5,idActor6,ActActiv6,ActAly6,ActUncon6,ActName6,ActDesc6,ActLead6,idSrce0,SrceDate0,SrceName0,SrceBias0,idSrce1,SrceDate1,SrceName1,SrceBias1,idSrce2,SrceDate2,SrceName2,SrceBias2,idSrce3,SrceDate3,SrceName3,SrceBias3,idSrce4,SrceDate4,SrceName4,SrceBias4,idSrce5,SrceDate5,SrceName5,SrceBias5,idSrce6,SrceDate6,SrceName6,SrceBias6,idSrce7,SrceDate7,SrceName7,SrceBias7,idSrce8,SrceDate8,SrceName8,SrceBias8,idSrce9,SrceDate9,SrceName9,SrceBias9,idSrce10,SrceDate10,SrceName10,SrceBias10,idSrce11,SrceDate11,SrceName11,SrceBias11,idSrce12,SrceDate12,SrceName12,SrceBias12,idSrce13,SrceDate13,SrceName13,SrceBias13,idSrce14,SrceDate14,SrceName14,SrceBias14,idSrce15,SrceDate15,SrceName15,SrceBias15
2311,LBR,Liberia,Tubmanburg,"6,87","-10,82",0,0,0,"""they recaptured the town of Tubmanburg,""",2002-07-09,2002-07-21,1,The whole Operation Percupine started approx/ on 09/07 and lasted until the 21st/,Fighting,Fighting,"Army recaptured eastern town,",1,official numbers/,100,400,0,0,100,400,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,343,0,0,0,Liberians United for Reconciliation and Democracy (LURD),"Liberians United for Reconciliation and Democracy/ The group is essentially a loose coalition of anti-Taylor forces, drawing upon a variety of militia factions and refugee groups, increasingly backed by Guinea, with more indirect support from Sierra Leone, the U/ S/ and Great Britain/",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,94,22/07/2002,BBC Monitoring,2,94,23/07/2002,BBC Monitoring,2,94,23/07/2002,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2394,LBR,Liberia,Bong County,"6,94","-9,64","51,68",0,0,,1992-12-17,1992-12-17,1,date of broadcast,Fighting,Fighting,NPFL kills ULIMO rebels,1,"NPFL claims death of ""more than 100"" Ulimo forces",1,101,0,0,1,101,328,0,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,315,0,0,0,United Liberation Movement for Democracy in Liberia,"The United Liberation Movement of Liberia for Democracy (ULIMO) was a rebel group that participated in the First Liberian Civil War (1989-1996)/From its outset, ULIMO was beset with internal divisions and the group effectively broke into two separate militias in 1994: ULIMO-J, an ethnic Krahn faction led by General Roosevelt Johnson and ULIMO-K, a Mandingo-based faction led by Alhaji G/V/ Kromah/",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,84,18/12/1992,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2457,LBR,Liberia,Bong County,"6,94","-9,64","51,68",0,0,,2003-08-22,2003-08-22,1,"""in recent days"", reported on August 23, 2003",One-sided attack,Unclear,Renewed fighting,1,rebels killed hundreds of civilians in recent days as reported by state radio (no independent confirmation),1,200,1,200,0,0,145,1,NA,0,Rebel(s),Unspecified rebel(s),,25,0,NA,0,Civilian(s),Civilian(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,95,25/08/2003,New York Times,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2504,LBR,Liberia,Bong Mine Community,"6,8","-10,35",0,0,0,,2007-04-26,2007-04-26,1,The incident must have happend before the riots [27/04],Unclear,Unclear,Trouble at Bong mines,0,,1,1,1,1,0,0,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,99,29/04/2007,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2437,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1994-08-23,1994-09-24,1,has now lasted more than a month,Fighting,Fighting,Many civilians killed in clashes,1,"""scores of civilians""",2,2,2,2,0,0,11,0,0,0,Unspecified actor,Unspecified actor,,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,86,27/09/1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2439,LBR,Liberia,Gbarnga,7,"-9,47",0,20,0,"Phebe, neighbouring town of Gbarnga, 160 km north east of Monrovia",1994-10-05,1994-10-05,1,date of report,One-sided attack,Unclear,Over 80 people killed at hospital,0,,60,65,0,0,0,0,11,1,0,0,Unspecified actor,Unspecified actor,,25,0,0,0,Civilian(s),Civilian(s),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,86,05/10/1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2441,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1994-10-05,1994-10-05,0,,One-sided attack,Landmines,9 ECOMOG soldiers killed by landmine,0,,9,9,0,0,9,9,11,1,0,0,Unspecified actor,Unspecified actor,,321,0,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,86,18/10/1994,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2421,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1993-09-13,1993-09-13,0,,Unclear,Unclear,5 NPFL soldiers killed,0,,1,5,0,0,0,0,11,0,0,1,Unspecified actor,Unspecified actor,,328,0,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,85,20/09/1993,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2402,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1993-04-11,1993-04-11,1,Easter holidays,One-sided attack,Conventional use of force,ECOMOG bombed Gbarbga,1,uncountable number,1,2,0,0,0,0,321,1,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,85,13/04/1993,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2388,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1992-11-19,1992-11-19,0,,One-sided attack,Conventional use of force,ECOMOG attacks civilians,1,"hundreds killed, at least 200 at 3  locations",1,66,1,66,0,0,25,0,0,0,Civilian(s),Civilian(s),,321,1,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,84,20/11/1992,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2368,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1992-08-11,1992-08-11,0,,Unclear,Unclear,attempted assasination of Taylor kills three,0,,3,3,0,0,0,0,328,0,0,0,National Patriotic Front of Liberia (NPFL),National Patriotic Front of Liberia (NPFL),Charles Taylor,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,84,14/08/1992,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2379,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1992-10-22,1992-10-22,1,date of broadcast,One-sided attack,Conventional use of force,Several killed by ECOMOG attack,1,several,2,2,0,0,0,0,321,1,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,84,24/10/1992,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2341,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,2003-03-23,2003-03-23,1,Source date used,Fighting,Fighting,Showdown at central town of Gbarnga,1,"""///fighting has killed scores of
people/""",2,2,0,0,0,0,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,343,0,0,0,Liberians United for Reconciliation and Democracy (LURD),"Liberians United for Reconciliation and Democracy/ The group is essentially a loose coalition of anti-Taylor forces, drawing upon a variety of militia factions and refugee groups, increasingly backed by Guinea, with more indirect support from Sierra Leone, the U/ S/ and Great Britain/",,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,95,23/03/2003,Washington Post,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2243,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,,1990-05-24,1990-05-24,0,,Fighting,Fighting,350 rebels killed by government troops,0,,350,350,0,0,0,0,145,0,0,0,Rebel(s),Unspecified rebel(s),,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,82,26/05/1990,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
1981,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,"""in Gbarnga, Bong County""",1997-11-15,1997-11-15,1,The four were killed last November,One-sided attack,Unclear,Opposition politician Dokhie dead,0,,4,4,4,4,0,0,11,1,NA,0,Unspecified actor,Unspecified actor,,796,0,NA,0,National Transitional Legislative Assembly (NTLA),National Transitional Legislative Assembly (NTLA),,11,0,NA,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,89,06/12/1997,BBC Monitoring,2,89,11/12/1997,BBC Monitoring,2,90,23/03/1998,BBC Monitoring,0,90,17/01/1998,BBC Monitoring,0,90,30/03/1998,BBC Monitoring,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
1984,LBR,Liberia,Gbarnga,7,"-9,47",0,0,0,"""in the central town of Gbarnga""",1997-07-11,1997-07-11,1,"Dates of the original source and the ""secondary"" source do not corrspond/ The incident could have happened on the 12 or 13",One-sided attack,Use of small firearms,Witch doctor's bullet test backfires,0,,2,2,2,2,0,0,320,1,0,0,Witch-Doctor,Witch-Doctor,,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,90,13/07/1998,The Guardian,0,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2309,LBR,Liberia,Weinzu,"7,11","-9,46",0,0,0,"""Zoum Wesso, a town located just 10 kilometres from Gbarnga"" --> used 'Weinzu'",2002-05-06,2002-05-06,0,,Fighting,Fighting,Rebels reportedly kill four in north,1,Just one official statement,4,4,4,4,0,0,343,0,0,0,Liberians United for Reconciliation and Democracy (LURD),"Liberians United for Reconciliation and Democracy/ The group is essentially a loose coalition of anti-Taylor forces, drawing upon a variety of militia factions and refugee groups, increasingly backed by Guinea, with more indirect support from Sierra Leone, the U/ S/ and Great Britain/",,319,0,0,0,Armed Forces of Liberia (AFL),Armed Forces of Liberia (AFL),,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,94,08/05/2002,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
2378,LBR,Liberia,Suakoko,"6,99","-9,58",0,0,0,,1992-11-05,1992-11-05,1,date of report,One-sided attack,Conventional use of force,Nigerian troops kill scores of people,1,killing scores of people,2,2,0,0,0,0,321,1,0,0,ECOMOG,"ECOMOG, Community of West African States Monitoring Group",,11,0,0,0,Unspecified actor,Unspecified actor,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,NA,0,NA,0,,,,84,05/11/1992,BBC Monitoring,2,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA,NA,,,NA
